"sku","product","handle","pid","vid","variant","price","vendor","ptype"
"ORCB88","Faceted Glass Charm, Red","faceted-glass-charm-red","10436325048610","52222119641378","Default Title","29.00","Orloff of Denmark","Charm"
"ORCB86","Dachshund Charm","dachshund-charm","10436325015842","52222119608610","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB06-P","Danish Flag Charm, Pave","danish-flag-charm-pave","10436325179682","52222119805218","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB05-P-18","Durian Charm","durian-charm","10436325114146","52222119706914","Default Title","39.00","Orloff of Denmark","Charm"
"ORCB89","Snowman Charm","snowman-charm","10436325081378","52222119674146","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB07-P","Lotus Flower Charm","lotus-flower-charm","10436325310754","52222119969058","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB07-18K","Lotus Flower Charm, 18K Gold","lotus-flower-charm-18k-gold","10436325277986","52222119903522","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB09-P","Whale Tail Charm","whale-tail-charm","10436325409058","52222120067362","Default Title","29.00","Orloff of Denmark","Charm"
"ORGCB08-P","Tassel Charm","tassel-charm","10436325376290","52222120034594","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB08-18K","Tassel Charm, 18K Gold","tassel-charm-18k-gold","10436325343522","52222120001826","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB175","Hans Christian Andersen Charm","top-hat-portrait-charm","10436325507362","52222120198434","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB10-P","Royal Guard Charm","royal-guard-charm","10436325441826","52222120100130","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB182-2","Aristotle Quote Charm, Happiness","aristotle-quote-charm-happiness","10436325638434","52222120329506","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB182-1","Aristotle Quote Charm, Discipline","aristotle-quote-charm-discipline","10436325572898","52222120263970","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB182-5","Aristotle Quote Charm, Knowledge","aristotle-quote-charm-knowledge","10436325703970","52222120460578","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB182-3","Aristotle Quote Charm, Friendship","aristotle-quote-charm-friendship","10436325671202","52222120427810","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB182-8","Aristotle Quote Charm, Wisdom","aristotle-quote-charm-wisdom","10436325900578","52222120657186","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB182-7","Aristotle Quote Charm, Purpose","aristotle-quote-charm-purpose","10436325835042","52222120591650","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB182-6","Aristotle Quote Charm, Education","aristotle-quote-charm-education","10436325736738","52222120493346","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB184-2","Lao Tzu Quote Charm, Freedom","lao-tzu-quote-charm-freedom","10436326064418","52222120853794","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB184-1","Lao Tzu Quote Charm, The Journey","lao-tzu-quote-charm-the-journey","10436325966114","52222120755490","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB184-5","Lao Tzu Quote Charm, Love","lao-tzu-quote-charm-love","10436326162722","52222120984866","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB184-4","Lao Tzu Quote Charm, The Flame","lao-tzu-quote-charm-the-flame","10436326129954","52222120952098","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB184-3","Lao Tzu Quote Charm, Silence","lao-tzu-quote-charm-silence","10436326097186","52222120919330","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB184-7","Lao Tzu Quote Charm, Calm","lao-tzu-quote-charm-calm","10436326261026","52222121640226","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB184-6","Lao Tzu Quote Charm, The Traveller","lao-tzu-quote-charm-the-traveller","10436326228258","52222121607458","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB186-2","Engraved Quote Charm, The Mirror","engraved-quote-charm-the-mirror","10436326392098","52222121771298","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB186-1","Engraved Quote Charm, A Smile","engraved-quote-charm-a-smile","10436326359330","52222121738530","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB185-14K","Lemon Charm, 14K Gold","lemon-charm-14k-gold","10436326293794","52222121705762","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB187-14K-2","Engraved Quote Charm, Possible","engraved-quote-charm-possible","10436326457634","52222121836834","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB187-14K-1","Engraved Quote Charm, The Moon","engraved-quote-charm-the-moon","10436326424866","52222121804066","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB27","Coat of Arms Charm","coat-of-arms-charm","10436326523170","52222121902370","Default Title","29.00","Orloff of Denmark","Charm"
"ORGCB25","Little Mermaid Charm","little-mermaid-charm","10436326490402","52222121869602","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB51-WY","Daisy Charm, White and Yellow","daisy-charm-white-and-yellow","10436326654242","52222122033442","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB51-P","Daisy Dangle, Pink","daisy-dangle-pink","10436326621474","52222122000674","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB50P","Danish Flag Charm, Red Enamel","danish-flag-charm-red-enamel","10436326588706","52222121967906","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB51-YP","Daisy Charm, Purple","daisy-charm-purple","10436326719778","52222122098978","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB51-YL","Daisy Charm, Blue","daisy-charm-blue","10436326687010","52222122066210","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB53-L","Longevity Charm, Blue Enamel","longevity-charm-blue-enamel","10436326818082","52222122197282","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB52-L","Fortune Charm, Blue Enamel","fortune-charm-blue-enamel","10436326785314","52222122164514","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB51-YR","Daisy Charm, Red","daisy-charm-red","10436326752546","52222122131746","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB55-L","Good Luck Charm, Blue Enamel","good-luck-charm-blue-enamel","10436326883618","52222122262818","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB54-L","Prosperity Charm, Blue Enamel","prosperity-charm-blue-enamel","10436326850850","52222122230050","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB56-L","Love Charm, Blue Enamel","love-charm-blue-enamel","10436326949154","52222122328354","Default Title","49.00","Orloff of Denmark","Charm"
"ORGCB56-B","Love Charm, Black Enamel","love-charm-black-enamel","10436326916386","52222122295586","Default Title","49.00","Orloff of Denmark","Charm"
"ORPA0010","Fluted Clip, Clear Stone","fluted-clip-clear-stone","10436327047458","52222122426658","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB58-LVR","Good Luck Clover Charm","good-luck-clover-charm","10436327014690","52222122393890","Default Title","39.00","Orloff of Denmark","Charm"
"ORGCB57-Z","Acorn Charm","acorn-charm","10436326981922","52222122361122","Default Title","49.00","Orloff of Denmark","Charm"
"ORPA0094","Pink Enamel Spacer","pink-enamel-spacer","10436327211298","52222123278626","Default Title","39.00","Orloff of Denmark","Charm"
"ORPA0035","Polished Spacer, Pink Stone","polished-spacer-pink-stone","10436327112994","52222122557730","Default Title","39.00","Orloff of Denmark","Charm"
"ORPA0123","Starry Night Spacer, Blue Enamel","starry-night-spacer-blue-enamel","10436327309602","52222123376930","Default Title","29.00","Orloff of Denmark","Charm"
"ORPA0107","Dragonfly Clip, Blue Enamel","dragonfly-clip-blue-enamel","10436327276834","52222123344162","Default Title","39.00","Orloff of Denmark","Charm"
"ORPA0097","Lilac Daisy Spacer","lilac-daisy-spacer","10436327244066","52222123311394","Default Title","39.00","Orloff of Denmark","Charm"
"ORPA0147","Butterfly Spacer, Clear Stones","butterfly-spacer-clear-stones","10436327407906","52222123475234","Default Title","29.00","Orloff of Denmark","Charm"
"ORPA0142","Tulip Spacer, Pink Stone","tulip-spacer-pink-stone","10436327375138","52222123442466","Default Title","29.00","Orloff of Denmark","Charm"
"ORPA0132","Butterfly Clip, Red Stone","butterfly-clip-red-stone","10436327342370","52222123409698","Default Title","39.00","Orloff of Denmark","Charm"
"ORPA034","Polished Dome Spacer","polished-dome-spacer","10436327506210","52222123606306","Default Title","39.00","Orloff of Denmark","Charm"
"ORPA0149","Scroll Spacer, Oxidized Silver","scroll-spacer-oxidized-silver","10436327440674","52222123508002","Default Title","29.00","Orloff of Denmark","Charm"
"ORGCBB1-17-W","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222123770146","White / 17cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-17-R","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222123802914","Red / 17cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-17-K","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222123835682","Black / 17cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-17-B","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222123868450","Blue / 17cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-17-G","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222123901218","Flower / 17cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-19-W","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222123933986","White / 19cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-19-R","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222123966754","Red / 19cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-19-K","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222123999522","Black / 19cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-19-B","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222124032290","Blue / 19cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-19-G","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222124065058","Flower / 19cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-21-W","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222124097826","White / 21cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-21-R","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222124130594","Red / 21cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-21-K","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222124163362","Black / 21cm","89.00","Orloff of Denmark","Bracelet"
"ORGCBB1-21-B","PEACE - SNAKE CHAIN","snake-chain-bracelet-with-enamel-accent","10436327604514","52222124196130","Blue / 21cm","89.00","Orloff of Denmark","Bracelet"
"ORCBB01-17","SPARKLE - SNAKE CHAIN","snake-chain-bracelet","10436327571746","52222123671842","17cm","89.00","Orloff of Denmark","Bracelet"
"ORCBB01-19","SPARKLE - SNAKE CHAIN","snake-chain-bracelet","10436327571746","52222123704610","19cm","89.00","Orloff of Denmark","Bracelet"
"ORCBB01-21","SPARKLE - SNAKE CHAIN","snake-chain-bracelet","10436327571746","52222123737378","21cm","89.00","Orloff of Denmark","Bracelet"
"14G-NINA-NAT","NINA","nina-natural","10235492073762","52190374396194","14K Yellow Gold","1420.00","Orloff of Denmark","Wedding Band"
"18G-NINA-NAT","NINA","nina-natural","10235492073762","52190374428962","18K Yellow Gold","1730.00","Orloff of Denmark","Wedding Band"
"14WG-NINA-NAT","NINA","nina-natural","10235492073762","52190374461730","14K White Gold","1420.00","Orloff of Denmark","Wedding Band"
"18WG-NINA-NAT","NINA","nina-natural","10235492073762","52190374494498","18K White Gold","1730.00","Orloff of Denmark","Wedding Band"
"14RG-NINA-NAT","NINA","nina-natural","10235492073762","52190374527266","14K Rose Gold","1420.00","Orloff of Denmark","Wedding Band"
"18RG-NINA-NAT","NINA","nina-natural","10235492073762","52190374560034","18K Rose Gold","1730.00","Orloff of Denmark","Wedding Band"
"PT-NINA-NAT","NINA","nina-natural","10235492073762","52190374592802","Platinum","2040.00","Orloff of Denmark","Wedding Band"
"14G-NINA-LG","NINA","nina-lab-grown","10235491942690","52190374134050","14K Yellow Gold","1130.00","Orloff of Denmark","Wedding Band"
"18G-NINA-LG","NINA","nina-lab-grown","10235491942690","52190374166818","18K Yellow Gold","1440.00","Orloff of Denmark","Wedding Band"
"14WG-NINA-LG","NINA","nina-lab-grown","10235491942690","52190374199586","14K White Gold","1130.00","Orloff of Denmark","Wedding Band"
"18WG-NINA-LG","NINA","nina-lab-grown","10235491942690","52190374232354","18K White Gold","1440.00","Orloff of Denmark","Wedding Band"
"14RG-NINA-LG","NINA","nina-lab-grown","10235491942690","52190374265122","14K Rose Gold","1130.00","Orloff of Denmark","Wedding Band"
"18RG-NINA-LG","NINA","nina-lab-grown","10235491942690","52190374297890","18K Rose Gold","1440.00","Orloff of Denmark","Wedding Band"
"PT-NINA-LG","NINA","nina-lab-grown","10235491942690","52190374330658","Platinum","1760.00","Orloff of Denmark","Wedding Band"
"14G-NORA-NAT","NORA","nora-natural","10215518273826","52190370922786","14K Yellow Gold","3630.00","Orloff of Denmark","Fine Jewelry Earrings"
"18G-NORA-NAT","NORA","nora-natural","10215518273826","52190370955554","18K Yellow Gold","3900.00","Orloff of Denmark","Fine Jewelry Earrings"
"14WG-NORA-NAT","NORA","nora-natural","10215518273826","52190370988322","14K White Gold","3630.00","Orloff of Denmark","Fine Jewelry Earrings"
"18WG-NORA-NAT","NORA","nora-natural","10215518273826","52190371021090","18K White Gold","3900.00","Orloff of Denmark","Fine Jewelry Earrings"
"14RG-NORA-NAT","NORA","nora-natural","10215518273826","52190371053858","14K Rose Gold","3630.00","Orloff of Denmark","Fine Jewelry Earrings"
"18RG-NORA-NAT","NORA","nora-natural","10215518273826","52190371086626","18K Rose Gold","3900.00","Orloff of Denmark","Fine Jewelry Earrings"
"PT-NORA-NAT","NORA","nora-natural","10215518273826","52190371119394","Platinum","4410.00","Orloff of Denmark","Fine Jewelry Earrings"
"14G-NORA-LG","NORA","nora-lab-grown","10215507263778","52190370660642","14K Yellow Gold","2550.00","Orloff of Denmark","Fine Jewelry Earrings"
"18G-NORA-LG","NORA","nora-lab-grown","10215507263778","52190370693410","18K Yellow Gold","2830.00","Orloff of Denmark","Fine Jewelry Earrings"
"14WG-NORA-LG","NORA","nora-lab-grown","10215507263778","52190370726178","14K White Gold","2550.00","Orloff of Denmark","Fine Jewelry Earrings"
"18WG-NORA-LG","NORA","nora-lab-grown","10215507263778","52190370758946","18K White Gold","2830.00","Orloff of Denmark","Fine Jewelry Earrings"
"14RG-NORA-LG","NORA","nora-lab-grown","10215507263778","52190370791714","14K Rose Gold","2550.00","Orloff of Denmark","Fine Jewelry Earrings"
