row_no,model_no,material,metal_finish,stone,size,weight_g,qty,unit_price_usd,total_price_usd,raw_desc
515,ORGCBB1-19-K,925 Sterling Silver,Metal: Rhodium plating + enamel,,19cm,16.50,7,23.95,167.65,925 Sterling Silver | Metal: Rhodium plating + enamel | black | 19cm
516,ORGCBB1-19-B,925 Sterling Silver,Metal: Rhodium plating + enamel,,19cm,16.50,8,23.95,191.60,925 Sterling Silver | Metal: Rhodium plating + enamel | blue | 19cm
517,ORGCBB1-19-G,925 Sterling Silver,Metal: Rhodium plating + enamel,,19cm,14.40,8,23.95,191.60,925 Sterling Silver | Metal: Rhodium plating + enamel | flower | 19cm
518,ORGCBB1-21-W,925 Sterling Silver,Metal: Rhodium plating + enamel,,21cm,16.50,5,26.85,134.25,925 Sterling Silver | Metal: Rhodium plating + enamel | white | 21cm
519,ORGCBB1-21-R,925 Sterling Silver,Metal: Rhodium plating + enamel,,21cm,16.50,8,26.85,214.80,925 Sterling Silver | Metal: Rhodium plating + enamel | red | 21cm
520,ORGCBB1-21-K,925 Sterling Silver,Metal: Rhodium plating + enamel,,21cm,16.50,8,26.85,214.80,925 Sterling Silver | Metal: Rhodium plating + enamel | black | 21cm
521,ORGCBB1-21-B,925 Sterling Silver,Metal: Rhodium plating + enamel,,21cm,16.50,8,26.85,214.80,925 Sterling Silver | Metal: Rhodium plating + enamel | blue | 21cm
522,ORGSN305-W,925 Sterling Silver,Metal: 18K gold plated,"Ceramic: white, black, orange, rose",25*25mm. 18inch chain,4.85,26,13.99,363.74,"925 Sterling Silver | Metal: 18K gold plated | Ceramic: white, black, orange, rose | red, 30pcs of each | 25*25mm. 18inch chain"
523,ORGSN305-B,925 Sterling Silver,Metal: 18K gold plated,"Ceramic: white, black, orange, rose",25*25mm. 18inch chain,4.85,11,13.99,153.89,"925 Sterling Silver | Metal: 18K gold plated | Ceramic: white, black, orange, rose | red, 30pcs of each | 25*25mm. 18inch chain"
524,ORGSN305-C,925 Sterling Silver,Metal: 18K gold plated,"Ceramic: white, black, orange, rose",25*25mm. 18inch chain,4.85,26,13.99,363.74,"925 Sterling Silver | Metal: 18K gold plated | Ceramic: white, black, orange, rose | red, 30pcs of each | 25*25mm. 18inch chain"
525,ORGCB56-L,925 Sterling Silver,Metal: Rhodium plated+blue enamel,,17*12*2mm,4.00,27,7.57,204.39,925 Sterling Silver | Metal: Rhodium plated+blue enamel | 17*12*2mm
526,GCB56-R,925 Sterling Silver,Metal: Rhodium plated+red enamel,,17*12*2mm,4.00,27,7.57,204.39,925 Sterling Silver | Metal: Rhodium plated+red enamel | 17*12*2mm
527,ORGCB177,925 Sterling Silver,Metal: Rhodium plated,,11mm,2.5,28,5.62,157.36,925 Sterling Silver | Metal: Rhodium plated | 11mm
528,ORGCB175,925 Sterling Silver,Metal: Rhodium plated,,11mm,2.5,26,5.62,146.12,925 Sterling Silver | Metal: Rhodium plated | 11mm
529,ORGCB109,925 Sterling Silver,Metal: Oxide silver,,20*11mm,8.73,28,15.58,436.24,925 Sterling Silver | Metal: Oxide silver | 20*11mm
530,ORGCB110,925 Sterling Silver,Metal: Oxide silver,,16.5*10mm,1,27,3.05,82.35,925 Sterling Silver | Metal: Oxide silver | 16.5*10mm
531,ORGCB182-1,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3.1,12,8.33,99.96,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""Through discipline comes freedom."" | Aristotle | 12*17*2.5mm"
532,ORGCB182-2,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3.1,12,8.33,99.96,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""Happiness depends upon ourselves."" | Aristotle | 12*17*2.5mm"
533,ORGCB182-3,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3.1,12,8.33,99.96,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""A friend is a second self."" Aristotle | 12*17*2.5mm"
534,ORGCB182-5,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3,11,8.33,91.63,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""The more you know, the more you | know you don't know."" Aristotle | 12*17*2.5mm"
535,ORGCB182-6,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3,11,8.33,91.63,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""The roots of education are bitter, but | the fruit is sweet."" Aristotle | 12*17*2.5mm"
536,ORGCB182-7,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3,11,8.33,91.63,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""Happiness is the meaning and the | purpose of life, the whole aim and | end of human existence."" - Aristotle | 12*17*2.5mm"
537,ORGCB182-8,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3,12,8.33,99.96,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""Knowing yourself is the beginning of | all wisdom."" - Aristotle | 12*17*2.5mm"
538,ORGCB184-1,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3.1,11,8.33,91.63,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""The journey of a thousand miles | begins with one step."" Lao Tzu | 12*17*2.5mm"
539,ORGCB184-2,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3.1,10,8.33,83.30,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""Care about what other people think | and you will always be their prisoner."" | Lao Tzu | 12*17*2.5mm"
540,ORGCB184-3,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3.1,12,8.33,99.96,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""Silence is a source of Great | Strength."" Lao Tzu | 12*17*2.5mm"
541,ORGCB184-4,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3,10,8.33,83.30,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""The flame that burns Twice as bright | burns half as long."" Lao Tzu | 12*17*2.5mm"
542,ORGCB184-5,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3,12,8.33,99.96,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""Being deeply loved by someone | gives you strength, while loving | someone deeply gives you courage."" | 12*17*2.5mm"
543,ORGCB184-6,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3,12,8.33,99.96,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""A good traveler has no fixed plans | and is not intent on arriving."" Lao | Tzu | 12*17*2.5mm"
544,ORGCB184-7,925 Sterling Silver,Metal: Rhodium plated+sand effect,,12*17*2.5mm,3,10,8.33,83.30,"925 Sterling Silver | Metal: Rhodium plated+sand effect | ""The best fighter is never angry."" | Lao Tzu | 12*17*2.5mm"
545,ORGCB185-14K,925 Sterling Silver,Metal: gold plating + yellow enamel,,18.2*14*4.5mm,3.5,27,7.86,212.22,925 Sterling Silver | Metal: gold plating + yellow enamel | 18.2*14*4.5mm
546,ORGCB186-1,925 Sterling Silver,Metal: Rhodium plated+black enamel,,16.4*14*3mm,3.3,12,7.86,94.32,"925 Sterling Silver | Metal: Rhodium plated+black enamel | ""Every time you smile at someone, it | is an action of love, a gift to that | person, a beautiful thing."" | 16.4*14*3mm"
547,ORGCB186-2,925 Sterling Silver,Metal: Rhodium plated+black enamel,,16.4*14*3mm,3.3,13,7.86,102.18,"925 Sterling Silver | Metal: Rhodium plated+black enamel | ""Life is like a mirror. Smile at it and it | smiles back at you."" | 16.4*14*3mm"
548,ORGCB181,925 Sterling Silver,Metal: gold plating + purple+green,enamel,17*12mm,2,27,5.60,151.20,925 Sterling Silver | Metal: gold plating + purple+green | enamel | 17*12mm
549,ORGCB187-14K-1,925 Sterling Silver,Metal: gold plating + dark blue,enamel,14.14mm,2,13,5.48,71.24,"925 Sterling Silver | Metal: gold plating + dark blue | enamel | ""Shoot for the moon. Even if you | miss, you'll land among the stars."" | 14.14mm"
550,ORGCB187-14K-2,925 Sterling Silver,Metal: gold plating + dark blue,enamel,14.14mm,2,12,5.48,65.76,"925 Sterling Silver | Metal: gold plating + dark blue | enamel | ""Nothing is impossible, the word itself | says, I'm possible."" | 14.14mm"
551,ORCB145,925 Sterling Silver + AAAA,Metal: 14K gold plated,CZ+Enamel,12mm,2.3,15,6.13,91.95,925 Sterling Silver + AAAA | CZ+Enamel | Metal: 14K gold plated | Stone: White+Yellow | 12mm
552,ORSE107-R,925 Sterling Silver+AAA CZ,Plaing:Rose Glod Plated,Stonewhite,11mmH,1.5,8,3.08,24.64,925 Sterling Silver+AAA CZ | Plaing:Rose Glod Plated | Stonewhite | 11mmH
553,ORSN15,Sterling silver+AAA CZ,Metal: Rhodium &Rose gold plated,Main stone: white,Chain:45cm/Pendent:22mm,3.5,10,6.99,69.90,Sterling silver+AAA CZ | Metal: Rhodium &Rose gold plated | Main stone: white | Chain:45cm/Pendent:22mm
554,ORSE89,925 sterling silver,,Main stone: No,Length/width 8mm,1.63,1,4.96,4.96,"925 sterling silver | Black | Main stone: No | Length/width 8mm | Total Amount 7468pcs US$55,849.61"
