"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / Thailand","Price / Thailand","Compare At Price / Thailand","Included / International","Price / International","Compare At Price / International","Status"
"heart-padlock-charm-blue","Heart Padlock Charm, Blue","<p style=""font-family: Inter, sans-serif;"">Blue enamel padlock with silver scrollwork, a blue heart stone and a key.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Blue<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB116","3","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB116.jpg","1","Heart Padlock Charm, Blue","FALSE","Heart Padlock Charm, Blue | Orloff of Denmark","Blue enamel padlock with silver scrollwork, a blue heart stone and a key.","","","","","","","","","","","","","","","g","","6.35","","","","","","","draft"
"frangipani-charm-yellow","Frangipani Charm, Yellow","<p style=""font-family: Inter, sans-serif;"">Five yellow enamel petals around a single clear stone.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> CZ+Enamel<br>
<strong>Size:</strong> 8mm<br>
<strong>Weight:</strong> 2.6g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB117","3","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB117.jpg","1","Frangipani Charm, Yellow","FALSE","Frangipani Charm, Yellow | Orloff of Denmark","Five yellow enamel petals around a single clear stone.","","","","","","","","","","","","","","","g","","4.96","","","","","","","draft"
"dreamcatcher-charm-rainbow","Dreamcatcher Charm, Rainbow","<p style=""font-family: Inter, sans-serif;"">Openwork bead with rainbow stones and three silver feather drops.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Muti-color<br>
<strong>Size:</strong> 17mm<br>
<strong>Weight:</strong> 2.3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB118","2","shopify","7","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB118.jpg","1","Dreamcatcher Charm, Rainbow","FALSE","Dreamcatcher Charm, Rainbow | Orloff of Denmark","Openwork bead with rainbow stones and three silver feather drops.","","","","","","","","","","","","","","","g","","6.68","","","","","","","draft"
"graduation-charm","Graduation Charm","<p style=""font-family: Inter, sans-serif;"">Mortarboard and scroll lettered GRADUATION with a gold tassel.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 10mm<br>
<strong>Weight:</strong> 2.2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB119","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB119.jpg","1","Graduation Charm","FALSE","Graduation Charm | Orloff of Denmark","Mortarboard and scroll lettered GRADUATION with a gold tassel.","","","","","","","","","","","","","","","g","","5.58","","","","","","","draft"
"boy-charm","Boy Charm","<p style=""font-family: Inter, sans-serif;"">Boy figure dangle holding a heart set with clear stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> White CZ<br>
<strong>Size:</strong> 21.5mm<br>
<strong>Weight:</strong> 1.49g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB12","1","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB12.jpg","1","Boy Charm","FALSE","Boy Charm | Orloff of Denmark","Boy figure dangle holding a heart set with clear stones.","","","","","","","","","","","","","","","g","","3.54","","","","","","","draft"
"angel-wing-charm","Angel Wing Charm","<p style=""font-family: Inter, sans-serif;"">Single feathered wing in pave with a gold leading edge.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: White<br>
<strong>Size:</strong> 14mm<br>
<strong>Weight:</strong> 1.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB120","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB120.jpg","1","Angel Wing Charm","FALSE","Angel Wing Charm | Orloff of Denmark","Single feathered wing in pave with a gold leading edge.","","","","","","","","","","","","","","","g","","5.40","","","","","","","draft"
"witch-hat-charm-rose-gold","Witch Hat Charm, Rose Gold","<p style=""font-family: Inter, sans-serif;"">Rose gold hat with black enamel stars and a star dangle.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rose Gold Plated<br>
<strong>Stone:</strong> Stone: Black<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB122","2","shopify","8","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB122.jpg","1","Witch Hat Charm, Rose Gold","FALSE","Witch Hat Charm, Rose Gold | Orloff of Denmark","Rose gold hat with black enamel stars and a star dangle.","","","","","","","","","","","","","","","g","","5.25","","","","","","","draft"
"horse-charm","Horse Charm","<p style=""font-family: Inter, sans-serif;"">Galloping horse with a brown enamel mane and tail, gold horseshoe bail.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 15mm<br>
<strong>Weight:</strong> 2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Animals, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB123","2","shopify","10","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB123.jpg","1","Horse Charm","FALSE","Horse Charm | Orloff of Denmark","Galloping horse with a brown enamel mane and tail, gold horseshoe bail.","","","","","","","","","","","","","","","g","","7.00","","","","","","","draft"
"clover-charm-purple","Clover Charm, Purple","<p style=""font-family: Inter, sans-serif;"">Purple enamel clover among pave hearts.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Purple<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.4g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB124","2","shopify","10","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB124.jpg","1","Clover Charm, Purple","FALSE","Clover Charm, Purple | Orloff of Denmark","Purple enamel clover among pave hearts.","","","","","","","","","","","","","","","g","","7.22","","","","","","","draft"
"basketball-charm","Basketball Charm","<p style=""font-family: Inter, sans-serif;"">Red enamel basketball with a pave heart on the seam.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: White<br>
<strong>Size:</strong> 9mm<br>
<strong>Weight:</strong> 2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB125","2","shopify","9","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB125.jpg","1","Basketball Charm","FALSE","Basketball Charm | Orloff of Denmark","Red enamel basketball with a pave heart on the seam.","","","","","","","","","","","","","","","g","","5.03","","","","","","","draft"
"cactus-charm","Cactus Charm","<p style=""font-family: Inter, sans-serif;"">Cactus dangle set with green stones and a silver flower.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Green<br>
<strong>Size:</strong> 10mm<br>
<strong>Weight:</strong> 1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB126","1","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB126.jpg","1","Cactus Charm","FALSE","Cactus Charm | Orloff of Denmark","Cactus dangle set with green stones and a silver flower.","","","","","","","","","","","","","","","g","","3.43","","","","","","","draft"
"rabbit-and-strawberry-charm","Rabbit and Strawberry Charm","<p style=""font-family: Inter, sans-serif;"">Winking rabbit in a pink enamel basket with a red strawberry.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 15mm<br>
<strong>Weight:</strong> 1.9g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Animals, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB127","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB127.jpg","1","Rabbit and Strawberry Charm","FALSE","Rabbit and Strawberry Charm | Orloff of Denmark","Winking rabbit in a pink enamel basket with a red strawberry.","","","","","","","","","","","","","","","g","","4.59","","","","","","","draft"
"ladybird-charm","Ladybird Charm","<p style=""font-family: Inter, sans-serif;"">Red enamel ladybird with black spots and a yellow pear stone.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> CZ+Enamel<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 2.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Animals, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB128","2","shopify","10","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB128.jpg","1","Ladybird Charm","FALSE","Ladybird Charm | Orloff of Denmark","Red enamel ladybird with black spots and a yellow pear stone.","","","","","","","","","","","","","","","g","","6.80","","","","","","","draft"
"two-cats-and-moon-charm","Two Cats and Moon Charm","<p style=""font-family: Inter, sans-serif;"">Pair of cats beside a crescent of blue stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Blue<br>
<strong>Size:</strong> 7mm<br>
<strong>Weight:</strong> 2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Animals, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB129","2","shopify","9","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB129.jpg","1","Two Cats and Moon Charm","FALSE","Two Cats and Moon Charm | Orloff of Denmark","Pair of cats beside a crescent of blue stones.","","","","","","","","","","","","","","","g","","4.55","","","","","","","draft"
"girl-charm","Girl Charm","<p style=""font-family: Inter, sans-serif;"">Girl figure dangle holding a basket, clear stones on the skirt.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Stone:</strong> White CZ<br>
<strong>Size:</strong> 20mm<br>
<strong>Weight:</strong> 1.45g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB13","1","shopify","9","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB13.jpg","1","Girl Charm","FALSE","Girl Charm | Orloff of Denmark","Girl figure dangle holding a basket, clear stones on the skirt.","","","","","","","","","","","","","","","g","","3.30","","","","","","","draft"
"medical-chart-charm","Medical Chart Charm","<p style=""font-family: Inter, sans-serif;"">Clipboard with a stethoscope and red cross, gold heart dangle.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 16mm<br>
<strong>Weight:</strong> 1.8g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB135","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB135.jpg","1","Medical Chart Charm","FALSE","Medical Chart Charm | Orloff of Denmark","Clipboard with a stethoscope and red cross, gold heart dangle.","","","","","","","","","","","","","","","g","","4.97","","","","","","","draft"
